actor_account,login_count,playtime,level,playtime_per_day,abyss_level,sit,teleport,reborn,social_deal,sit_per_day,portal_use_per_day,teleport_per_day,party_time,sit_per_playtime,pk_per_playtime,npk_per_playtime,partytime_per_playtime,teleport_per_playtime,social_deal_per_playtime,playtime_per_login,reborn_per_login,sit_per_leveling,playtime_per_quest,class
1629136,267.0,467381.0,50.0,46738.1,59.0,396.0,506.0,124.0,89.0,39.6,0.0,50.6,32427.0,0.0008472744934004591,0.0002802852490794448,0.0001690269822692835,0.06938022726640578,0.0010826285193450311,0.00019042280280969916,1750.4906367041199,0.46441947565543074,7.92,1386.887240356083,0
1629147,19.0,19014.0,38.0,4753.5,0.0,64.0,22.0,7.0,3.0,16.0,0.0,5.5,2933.0,0.0033659408856631956,5.259282633848743e-05,0.00042074261070789944,0.15425475965078364,0.0011570421794467234,0.0001577784790154623,1000.7368421052631,0.3684210526315789,1.6842105263157894,6338.0,0
1629277,2.0,18212.0,12.0,9106.0,0.0,15.0,12.0,4.0,3.0,7.5,0.0,6.0,0.0,0.0008236327696024599,0.0,0.000164726553920492,0.0,0.000658906215681968,0.000164726553920492,9106.0,2.0,1.25,314.0,0
1629316,7.0,231571.0,50.0,77190.33333333333,0.0,428.0,13.0,7.0,0.0,142.66666666666666,0.0,4.333333333333333,0.0,0.0018482452465982356,0.0,4.3183300154164384e-05,0.0,5.61382902004137e-05,0.0,33081.57142857143,1.0,8.56,0.0,0
1629387,26.0,9693.0,38.0,1077.0,0.0,0.0,22.0,0.0,123.0,0.0,0.0,2.4444444444444446,0.0,0.0,0.0,0.0,0.0,0.002269679149901991,0.012689569792633859,372.8076923076923,0.0,0.0,0.0,0
1629775,162.0,303331.0,50.0,30333.1,0.0,329.0,503.0,92.0,106.0,32.9,0.1,50.3,24278.0,0.00108462372787483,0.00022088081996235137,0.00020439717668157886,0.0800379783141189,0.0016582545140457125,0.00034945323755237675,1872.4135802469136,0.5679012345679012,6.58,808.8826666666666,0
1630188,6.0,46870.0,27.0,7811.666666666667,0.0,45.0,66.0,16.0,12.0,7.5,0.0,11.0,546.0,0.0009601024109238319,0.0,0.00034136974610625133,0.011649242585875826,0.0014081502026882867,0.0002560273095796885,7811.666666666667,2.6666666666666665,1.6666666666666667,2130.4545454545455,0
1630358,8.0,59962.0,11.0,11992.4,0.0,40.0,12.0,0.0,4.0,8.0,0.0,2.4,0.0,0.0006670891564657616,0.0,0.0,0.0,0.0002001267469397285,6.670891564657616e-05,7495.25,0.0,3.6363636363636362,1537.4871794871794,0
1630413,7.0,17751.0,10.0,4437.75,0.0,78.0,18.0,5.0,0.0,19.5,0.0,4.5,0.0,0.0043941186412033125,0.0,0.0002816742718720072,0.0,0.001014027378739226,0.0,2535.8571428571427,0.7142857142857143,7.8,236.68,0
1630728,3.0,95940.0,5.0,47970.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,2.0846362309776944e-05,0.0,0.0,0.0,1.0423181154888472e-05,0.0,31980.0,0.0,0.4,7995.0,0
1631044,59.0,216915.0,50.0,21691.5,0.0,73.0,232.0,46.0,16.0,7.3,0.0,23.2,50057.0,0.0003365373533411705,0.00019362423068944057,0.00014291312265172994,0.23076781227669824,0.0010695433695226241,7.376161169121545e-05,3676.5254237288136,0.7796610169491526,1.46,1807.625,0
1631080,5.0,81681.0,45.0,27227.0,0.0,121.0,41.0,16.0,17.0,40.333333333333336,0.0,13.666666666666666,17422.0,0.0014813726570438658,0.00012242749231767487,0.00018364123847651229,0.21329317711585313,0.0005019527185024669,0.00020812673694004725,16336.2,3.2,2.688888888888889,2149.5,0
1631245,4.0,264835.0,40.0,88278.33333333333,0.0,567.0,58.0,56.0,7.0,189.0,0.0,19.333333333333332,0.0,0.002140955689391508,0.00019257273396643194,6.419091132214398e-05,0.0,0.00021900428568731475,2.6431551720882815e-05,66208.75,14.0,14.175,0.0,0
1631520,14.0,19876.0,50.0,9938.0,0.0,55.0,43.0,20.0,22.0,27.5,0.0,21.5,0.0,0.002767156369490843,0.0015093580197222782,0.00035218353793519823,0.0,0.002163413161601932,0.0011068625477963373,1419.7142857142858,1.4285714285714286,1.1,6625.333333333333,0
1631665,5.0,38863.0,21.0,7772.6,0.0,80.0,22.0,11.0,1.0,16.0,0.0,4.4,9759.0,0.002058513238813267,0.0,0.0003087769858219901,0.25111288371973345,0.0005660911406736484,2.573141548516584e-05,7772.6,2.2,3.8095238095238093,925.3095238095239,0
1631782,6.0,317407.0,23.0,105802.33333333333,0.0,2.0,6.0,1.0,15.0,0.6666666666666666,0.0,2.0,0.0,6.301058262735226e-06,0.0,3.150529131367613e-06,0.0,1.890317478820568e-05,4.7257936970514195e-05,52901.166666666664,0.16666666666666666,0.08695652173913043,0.0,1
1631945,6.0,210721.0,43.0,70240.33333333333,0.0,401.0,17.0,14.0,0.0,133.66666666666666,0.0,5.666666666666667,0.0,0.0019029902098034843,5.220172645346216e-05,2.8473668974615724e-05,0.0,8.067539542807789e-05,0.0,35120.166666666664,2.3333333333333335,9.325581395348838,0.0,0
1631991,141.0,260649.0,41.0,26064.9,0.0,381.0,280.0,51.0,197.0,38.1,0.0,28.0,7514.0,0.0014617358977015067,9.207785182371696e-05,0.00017264597216946927,0.02882804077514205,0.0010742416046100312,0.0007558057003863433,1848.5744680851064,0.3617021276595745,9.292682926829269,905.03125,0
1632142,63.0,202041.0,50.0,40408.2,0.0,51.0,156.0,16.0,154.0,10.2,0.0,31.2,6833.0,0.000252424012947867,2.4747452249790885e-05,6.43433758494563e-05,0.03381986824456422,0.0007721205101934756,0.0007622215292935593,3207.0,0.25396825396825395,1.02,5942.382352941177,0
1632475,10.0,139668.0,22.0,34917.0,0.0,176.0,91.0,29.0,1.0,44.0,0.0,22.75,0.0,0.0012601311681988716,0.0,0.00020763524930549588,0.0,0.0006515450926482802,7.159836182948134e-06,13966.8,2.9,8.0,1767.9493670886077,0
1632493,11.0,32489.0,47.0,8122.25,0.0,20.0,36.0,4.0,22.0,5.0,0.0,9.0,8529.0,0.0006155929699282834,0.0,0.00018467789097848504,0.26251962202591644,0.0011080673458709102,0.0006771522669211117,2953.5454545454545,0.36363636363636365,0.425531914893617,1412.5652173913043,0
1632796,152.0,236055.0,50.0,23605.5,0.0,265.0,255.0,25.0,54.0,26.5,0.0,25.5,35321.0,0.0011226197284531147,6.354451293130838e-05,8.048971637965728e-05,0.14963038274978288,0.0010802567198322426,0.00022876024655271019,1552.9934210526317,0.16447368421052633,5.3,773.9508196721312,0
1632964,13.0,74862.0,50.0,37431.0,0.0,28.0,92.0,17.0,114.0,14.0,0.0,46.0,17183.0,0.00037402153295396865,0.00014693703080334483,0.00029387406160668965,0.22952900002671583,0.0012289278939916113,0.0015228019555983009,5758.615384615385,1.3076923076923077,0.56,12477.0,0
1632972,7.0,56489.0,48.0,14122.25,0.0,16.0,126.0,31.0,24.0,4.0,0.5,31.5,0.0,0.00028324098497052526,0.000513374285259077,0.0001947281771672361,0.0,0.0022305227566428863,0.00042486147745578786,8069.857142857143,4.428571428571429,0.3333333333333333,1711.7878787878788,0
1633119,23.0,163908.0,42.0,18212.0,0.0,190.0,271.0,64.0,88.0,21.11111111111111,0.5555555555555556,30.11111111111111,11405.0,0.0011591868609219806,0.0002135344217487859,0.00034775605827659417,0.06958171657271152,0.0016533665226834565,0.0005368865461112331,7126.434782608696,2.782608695652174,4.523809523809524,1546.301886792453,0
1633394,5.0,26953.0,17.0,8984.333333333334,0.0,13.0,32.0,15.0,0.0,4.333333333333333,0.0,10.666666666666666,2822.0,0.00048232107743108375,0.0,0.0005565243201127889,0.10470077542388602,0.0011872518829072832,0.0,5390.6,3.0,0.7647058823529411,598.9555555555555,0
1633395,91.0,222120.0,49.0,22212.0,0.0,84.0,400.0,112.0,169.0,8.4,0.0,40.0,23230.0,0.00037817396002160994,0.0005537547271745002,0.00025661804430037816,0.1045831082297857,0.0018008283810552854,0.0007608499909958581,2440.879120879121,1.2307692307692308,1.7142857142857142,3266.470588235294,0
1633419,32.0,12805.0,10.0,1280.5,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015540804373291682,400.15625,0.0,0.0,0.0,0
1633438,99.0,216672.0,50.0,24074.666666666668,0.0,551.0,350.0,146.0,37.0,61.22222222222222,0.2222222222222222,38.888888888888886,23538.0,0.0025430143258012112,0.0007476739034116083,0.0003784522227145178,0.10863424900310147,0.0016153448530497711,0.00017076502732240437,2188.6060606060605,1.4747474747474747,11.02,5158.857142857143,0
1633593,15.0,135986.0,35.0,15109.555555555555,0.0,94.0,114.0,34.0,51.0,10.444444444444445,0.1111111111111111,12.666666666666666,10502.0,0.0006912476284323386,9.559807627255747e-05,0.00019119615254511494,0.07722853823187681,0.0008383215919285809,0.0003750386069154178,9065.733333333334,2.2666666666666666,2.6857142857142855,1888.6944444444443,0
1633836,8.0,477421.0,46.0,79570.16666666667,0.0,4169.0,104.0,94.0,21.0,694.8333333333334,0.0,17.333333333333332,0.0,0.008732334773711253,0.00010891854359150519,0.00011310771834502462,0.0,0.00021783708718301037,4.398633491195402e-05,59677.625,11.75,90.6304347826087,238710.5,0
1634221,10.0,791508.0,50.0,79150.8,0.0,6.0,19.0,8.0,46.0,0.6,0.0,1.9,0.0,7.580466653527191e-06,0.0,1.0107288871369589e-05,0.0,2.400481106950277e-05,5.811691101037513e-05,79150.8,0.8,0.12,0.0,0
1634341,17.0,23238.0,42.0,11619.0,0.0,10.0,37.0,12.0,7.0,5.0,0.0,18.5,5423.0,0.00043032963249849387,0.00030123074274894567,0.0003442637059987951,0.23336775970393323,0.0015922196402444273,0.00030123074274894567,1366.9411764705883,0.7058823529411765,0.23809523809523808,2582.0,0
1634350,4.0,101354.0,50.0,50677.0,0.0,16.0,13.0,9.0,1.0,8.0,0.0,6.5,0.0,0.00015786254119225685,0.0,5.919845294709632e-05,0.0,0.00012826331471870868,9.866408824516053e-06,25338.5,2.25,0.32,0.0,0
1634396,9.0,22925.0,20.0,3820.8333333333335,0.0,13.0,28.0,1.0,56.0,2.1666666666666665,0.0,4.666666666666667,0.0,0.0005670665212649946,0.0,4.362050163576881e-05,0.0,0.0012213740458015267,0.0024427480916030535,2547.222222222222,0.1111111111111111,0.65,3820.8333333333335,0
1634405,34.0,121475.0,35.0,15184.375,0.0,120.0,115.0,18.0,74.0,15.0,0.0,14.375,5735.0,0.0009878575838649928,4.939287919324964e-05,0.00014817863757974893,0.04721136036221445,0.0009466968512039514,0.0006091788433834122,3572.794117647059,0.5294117647058824,3.4285714285714284,519.1239316239316,0
1634429,68.0,285370.0,50.0,28537.0,0.0,954.0,577.0,250.0,111.0,95.4,0.0,57.7,23738.0,0.0033430283491607386,0.0011213512282300172,0.0004975996075270701,0.08318323579913796,0.0020219364334022496,0.0003889687072922872,4196.617647058823,3.676470588235294,19.08,1246.1572052401746,0
1634439,2.0,11733.0,10.0,11733.0,0.0,17.0,13.0,4.0,1.0,17.0,0.0,13.0,394.0,0.0014489047984317736,0.0,0.0003409187761015938,0.03358049944600699,0.0011079860223301798,8.522969402539845e-05,5866.5,2.0,1.7,558.7142857142857,0
1634727,14.0,824938.0,50.0,82493.8,0.0,134.0,62.0,33.0,40.0,13.4,0.0,6.2,0.0,0.00016243644976955844,0.0,4.7276280156811784e-05,0.0,7.515716332621361e-05,4.8488492468524904e-05,58924.142857142855,2.357142857142857,2.68,897.6474428726877,0
1634871,31.0,366076.0,50.0,36607.6,0.0,328.0,639.0,225.0,291.0,32.8,0.4,63.9,31015.0,0.0008959888110665545,0.0006364798566417902,0.0004561894251466909,0.08472284443667435,0.0017455391776570986,0.00079491690250112,11808.90322580645,7.258064516129032,6.56,4358.047619047619,0
1635026,13.0,848704.0,50.0,84870.4,0.0,7.0,30.0,0.0,53.0,0.7,0.0,3.0,0.0,8.247869693084987e-06,0.0,0.0,0.0,3.5348012970364225e-05,6.244815624764347e-05,65284.92307692308,0.0,0.14,848704.0,0
1635102,12.0,14645.0,40.0,2440.8333333333335,0.0,13.0,9.0,0.0,0.0,2.1666666666666665,0.0,1.5,913.0,0.0008876749743939911,0.0,0.0,0.06234209627859338,0.0006145442130419938,0.0,1220.4166666666667,0.0,0.325,0.0,0
1635123,64.0,208131.0,50.0,23125.666666666668,0.0,59.0,275.0,76.0,51.0,6.555555555555555,0.3333333333333333,30.555555555555557,17599.0,0.00028347531122225906,0.0006053879527797396,0.00014894465504898356,0.08455732207119554,0.0013212832302732414,0.0002450379808870375,3252.046875,1.1875,1.18,7433.25,0
1635168,3.0,19358.0,19.0,6452.666666666667,0.0,61.0,7.0,7.0,1.0,20.333333333333332,0.0,2.3333333333333335,3517.0,0.0031511519785101766,0.0,0.0004132658332472363,0.18168199194131626,0.00036160760409133176,5.165822915590454e-05,6452.666666666667,2.3333333333333335,3.210526315789474,3871.6,0
1636061,7.0,293978.0,44.0,73494.5,0.0,67.0,74.0,66.0,6.0,16.75,0.0,18.5,0.0,0.0002279082108184966,9.864683751845376e-05,6.8032301736864664e-06,0.0,0.0002517195164263993,2.04096905210594e-05,41996.857142857145,9.428571428571429,1.5227272727272727,0.0,1
1636117,187.0,429851.0,43.0,42985.1,0.0,191.0,517.0,165.0,220.0,19.1,0.1,51.7,20892.0,0.00044434001549374083,3.9548587766458613e-05,0.0001232985383307239,0.048602887977461956,0.0012027423456034765,0.0005118052534482879,2298.668449197861,0.8823529411764706,4.441860465116279,728.5610169491525,0
1636756,27.0,87093.0,37.0,21773.25,0.0,4.0,3.0,5.0,5.0,1.0,0.0,0.75,1212.0,4.5927916135625135e-05,1.1481979033906284e-05,6.889187420343771e-05,0.013916158589094417,3.4445937101718855e-05,5.740989516953142e-05,3225.6666666666665,0.18518518518518517,0.10810810810810811,206.38151658767774,0
1636795,23.0,104240.0,42.0,17373.333333333332,0.0,77.0,227.0,95.0,32.0,12.833333333333334,0.5,37.833333333333336,1675.0,0.0007386799693016116,0.0001918649270913277,0.0004508825786646201,0.016068687643898696,0.0021776669224865693,0.0003069838833461243,4532.173913043478,4.130434782608695,1.8333333333333333,1766.7796610169491,0
1636821,10.0,38110.0,50.0,19055.0,0.0,45.0,40.0,14.0,4.0,22.5,1.5,20.0,9.0,0.0011807924429283652,0.000367357648911047,5.247966413014957e-05,0.00023615848858567304,0.0010495932826029913,0.00010495932826029913,3811.0,1.4,0.9,2241.764705882353,0
1637139,22.0,68667.0,50.0,13733.4,0.0,15.0,41.0,10.0,58.0,3.0,0.0,8.2,900.0,0.00021844554152649744,4.368910830529949e-05,0.00014563036101766495,0.013106732491589846,0.0005970844801724263,0.0008446560939024568,3121.2272727272725,0.45454545454545453,0.3,7629.666666666667,0
1637164,50.0,82356.0,46.0,11765.142857142857,0.0,175.0,116.0,20.0,37.0,25.0,0.0,16.571428571428573,2924.0,0.002124921074360095,8.49968429744038e-05,0.00013356646753120597,0.03550439555102239,0.001408519112147263,0.0004492690271504201,1647.12,0.4,3.8043478260869565,2058.9,0
1637242,16.0,715783.0,50.0,71578.3,0.0,5.0,22.0,8.0,54.0,0.5,0.0,2.2,0.0,6.985357294040233e-06,0.0,1.1176571670464372e-05,0.0,3.0735572093777024e-05,7.544185877563452e-05,44736.4375,0.5,0.1,0.0,0
1637419,20.0,45776.0,25.0,9155.2,0.0,9.0,34.0,7.0,113.0,1.8,0.4,6.8,21.0,0.00019660957707095421,0.00017476406850751484,2.1845508563439355e-05,0.0004587556798322265,0.0007427472911569382,0.0024685424676686475,2288.8,0.35,0.36,5722.0,0
1637547,8.0,275692.0,23.0,91897.33333333333,0.0,2.0,14.0,2.0,1.0,0.6666666666666666,0.0,4.666666666666667,0.0,7.254472382223641e-06,0.0,7.254472382223641e-06,0.0,5.0781306675565484e-05,3.6272361911118205e-06,34461.5,0.25,0.08695652173913043,0.0,1
1637644,5.0,337049.0,39.0,112349.66666666667,0.0,1116.0,184.0,178.0,23.0,372.0,0.0,61.333333333333336,0.0,0.0033110912656616693,5.340469783325273e-05,1.780156594441758e-05,0.0,0.0005459146889621391,6.823933612026738e-05,67409.8,35.6,28.615384615384617,0.0,1
1637833,35.0,209902.0,50.0,41980.4,0.0,146.0,116.0,17.0,143.0,29.2,0.0,23.2,7162.0,0.0006955626911606369,4.287715219483378e-05,9.051843241131575e-05,0.03412068489104439,0.0005526388505111909,0.0006812703070956923,5997.2,0.4857142857142857,2.92,2469.435294117647,0
1638397,154.0,415797.0,50.0,41579.7,0.0,348.0,447.0,107.0,153.0,34.8,0.5,44.7,21832.0,0.0008369468755185824,0.00017797146203556063,0.0001611363237348995,0.05250639134000486,0.0010750438314850756,0.0003679680228573078,2699.9805194805194,0.6948051948051948,6.96,1423.9623287671234,0
1638762,121.0,147447.0,50.0,16383.0,0.0,67.0,87.0,4.0,117.0,7.444444444444445,0.0,9.666666666666666,17960.0,0.00045440056427055144,6.782097974187335e-06,4.069258784512401e-05,0.12180647961640453,0.0005900425237542981,0.0007935054629799182,1218.5702479338843,0.03305785123966942,1.34,1965.96,0
1638796,4.0,16105.0,33.0,8052.5,0.0,11.0,7.0,0.0,12.0,5.5,0.0,3.5,0.0,0.0006830176963675877,0.0,0.0,0.0,0.0004346476249611922,0.0007451102142191866,4026.25,0.0,0.3333333333333333,0.0,0
1639036,32.0,38239.0,50.0,5462.714285714285,0.0,14.0,30.0,4.0,37.0,2.0,0.0,4.285714285714286,94.0,0.0003661183608357959,0.00010460524595308455,0.0,0.002458223279897487,0.0007845393446481341,0.0009675985250660321,1194.96875,0.125,0.28,9559.75,0
1639112,26.0,179623.0,42.0,44905.75,0.0,46.0,110.0,26.0,13.0,11.5,0.0,27.5,6095.0,0.0002560919258669547,1.1134431559432811e-05,0.00016701647339149219,0.03393218017737149,0.0006123937357688046,7.237380513631329e-05,6908.576923076923,1.0,1.0952380952380953,8981.15,0
1639674,13.0,36718.0,50.0,18359.0,0.0,29.0,31.0,3.0,2.0,14.5,0.0,15.5,132.0,0.0007898033661964159,0.00010893839533743668,0.0,0.0035949670461354103,0.0008442725638651342,5.446919766871834e-05,2824.4615384615386,0.23076923076923078,0.58,18359.0,0
1639692,57.0,298518.0,50.0,29851.8,0.0,182.0,371.0,122.0,120.0,18.2,0.2,37.1,21233.0,0.0006096784783497142,0.0004823829718810926,0.000197643023201281,0.07112803918021694,0.0012428061289436482,0.0004019858099009105,5237.1578947368425,2.1403508771929824,3.64,2641.7522123893805,0
1640265,70.0,398506.0,50.0,39850.6,0.0,67.0,257.0,44.0,344.0,6.7,0.0,25.7,48014.0,0.0001681279579228418,5.018745012622144e-05,0.00010037490025244288,0.12048501151801981,0.0006449087341219454,0.0008632241421710087,5692.942857142857,0.6285714285714286,1.34,205.41546391752578,0
1640267,8.0,16846.0,10.0,16846.0,0.0,31.0,11.0,2.0,0.0,31.0,0.0,11.0,0.0,0.0018401994538762912,0.0,0.00011872254541137362,0.0,0.0006529739997625549,0.0,2105.75,0.25,3.1,2406.5714285714284,0
1640405,10.0,717441.0,27.0,71744.1,0.0,0.0,8.0,0.0,265.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.1150742709156571e-05,0.00036936835224081146,71744.1,0.0,0.0,0.0,0
1640409,22.0,100994.0,43.0,20198.8,0.0,152.0,98.0,25.0,31.0,30.4,0.0,19.6,4282.0,0.0015050399033605956,3.960631324633147e-05,0.00019803156623165733,0.04239855833019783,0.0009703546745351209,0.00030694892765906884,4590.636363636364,1.1363636363636365,3.5348837209302326,16832.333333333332,0
1640450,59.0,146985.0,50.0,29397.0,0.0,84.0,157.0,7.0,83.0,16.8,0.0,31.4,7868.0,0.0005714868864169813,4.762390720141511e-05,3.4017076572439365e-05,0.05352927169439058,0.0010681362043745962,0.0005646834711024935,2491.271186440678,0.11864406779661017,1.68,3674.625,0
1640476,37.0,171032.0,50.0,21379.0,0.0,346.0,393.0,187.0,61.0,43.25,0.75,49.125,28875.0,0.0020230132372889282,0.001678048552317695,0.00019294634922119837,0.16882805556854857,0.0022978156134524533,0.00035665840310585153,4622.486486486487,5.054054054054054,6.92,3490.4489795918366,0
1640546,1.0,19458.0,50.0,19458.0,0.0,20.0,35.0,1.0,9.0,20.0,0.0,35.0,0.0,0.0010278548668927947,0.00010278548668927948,0.0,0.0,0.0017987460170623907,0.00046253469010175765,19458.0,1.0,0.4,1297.2,0
1640759,39.0,97193.0,50.0,9719.3,0.0,14.0,118.0,35.0,27.0,1.4,0.0,11.8,8164.0,0.00014404329529904417,0.00016462090891319333,0.00036010823824761043,0.0839978187729569,0.0012140792032348008,0.00027779778379101374,2492.128205128205,0.8974358974358975,0.28,8099.416666666667,0
1640898,8.0,25134.0,13.0,8378.0,0.0,7.0,24.0,6.0,11.0,2.3333333333333335,0.0,8.0,593.0,0.00027850720140049334,0.0,0.00023872045834328001,0.02359353863292751,0.0009548818333731201,0.0004376541736293467,3141.75,0.75,0.5384615384615384,761.6363636363636,0
1641284,6.0,310624.0,28.0,103541.33333333333,0.0,36.0,654.0,575.0,47.0,12.0,0.0,218.0,0.0,0.00011589574533841558,0.0,0.0,0.0,0.0021054393736478828,0.00015130833419182033,51770.666666666664,95.83333333333333,1.2857142857142858,168.63409337676438,1
1641582,19.0,166926.0,50.0,20865.75,0.0,199.0,220.0,107.0,54.0,24.875,0.125,27.5,27174.0,0.0011921450223452308,0.0006110492074332339,0.00027557121119538,0.16279069767441862,0.001317949270934426,0.0003234966392293591,8785.578947368422,5.631578947368421,3.98,642.0230769230769,0
1641726,33.0,128224.0,24.0,18317.714285714286,0.0,61.0,116.0,18.0,96.0,8.714285714285714,0.0,16.571428571428573,0.0,0.00047572997254804095,7.798852008984278e-06,0.00014817818817070127,0.0,0.0009046668330421762,0.0007486897928624906,3885.5757575757575,0.5454545454545454,2.5416666666666665,410.97435897435895,0
1641951,149.0,340917.0,50.0,34091.7,0.0,789.0,363.0,60.0,92.0,78.9,0.0,36.3,14346.0,0.0023143463071656737,0.00021119510027367366,5.5732040349997216e-05,0.042080623729529476,0.0010647752972131046,0.00026986040590524965,2288.0335570469797,0.40268456375838924,15.78,1096.1961414790997,0
1642019,2.0,13864.0,10.0,13864.0,0.0,19.0,10.0,2.0,3.0,19.0,0.0,10.0,9313.0,0.001370455856895557,0.0,0.00014425851125216387,0.671739757645701,0.0007212925562608194,0.00021638776687824582,6932.0,1.0,1.9,374.7027027027027,0
1642131,18.0,58028.0,50.0,14507.0,0.0,54.0,41.0,8.0,21.0,13.5,0.0,10.25,3910.0,0.0009305852347142758,0.00010339835941269732,8.61652995105811e-05,0.06738126421727442,0.000706555455986765,0.00036189425794444063,3223.777777777778,0.4444444444444444,1.08,794.9041095890411,0
1642163,3.0,26035.0,12.0,26035.0,0.0,20.0,15.0,3.0,11.0,20.0,0.0,15.0,0.0,0.0007681966583445362,0.0,0.00011522949875168044,0.0,0.0005761474937584022,0.0004225081620894949,8678.333333333334,1.0,1.6666666666666667,406.796875,0
1642212,6.0,48706.0,50.0,12176.5,0.0,25.0,49.0,24.0,18.0,6.25,0.0,12.25,17863.0,0.0005132837843386852,0.00047222108159159035,0.00022584486510902148,0.3667515295856773,0.001006036217303823,0.00036956432472385334,8117.666666666667,4.0,0.5,2117.6521739130435,0
1642809,146.0,297284.0,50.0,29728.4,0.0,344.0,462.0,94.0,98.0,34.4,0.1,46.2,11853.0,0.0011571426649264677,0.0002960132398649103,0.00015809798038239528,0.03987096513771343,0.0015540695092907792,0.0003296511080313774,2036.1917808219177,0.6438356164383562,6.88,3378.2272727272725,0
1643094,21.0,99612.0,36.0,11068.0,0.0,228.0,161.0,43.0,41.0,25.333333333333332,0.0,17.88888888888889,14293.0,0.0022888808577279846,0.0003212464361723487,0.0002710516805204192,0.14348672850660563,0.0016162711319921295,0.0004115969963458218,4743.428571428572,2.0476190476190474,6.333333333333333,881.5221238938053,0
1643146,84.0,205005.0,50.0,25625.625,0.0,252.0,307.0,132.0,68.0,31.5,0.0,38.375,20033.0,0.001229238311260701,0.0010194873295773274,9.268066632521157e-05,0.09771956781541914,0.0014975244506231556,0.00033169922684812565,2440.535714285714,1.5714285714285714,5.04,779.4866920152091,0
1643157,141.0,373883.0,50.0,37388.3,0.0,556.0,501.0,142.0,105.0,55.6,0.1,50.1,71456.0,0.0014870962306389967,0.0005028310995685816,0.00020594678014245098,0.1911186119721945,0.001339991387680103,0.0002808365183760695,2651.6524822695037,1.0070921985815602,11.12,1050.2331460674156,0
1643258,5.0,295571.0,43.0,98523.66666666667,0.0,129.0,416.0,403.0,16.0,43.0,0.0,138.66666666666666,0.0,0.00043644335878689045,0.00010488173738289616,5.751579146803983e-05,0.0,0.0014074452500414452,5.413250961697866e-05,59114.2,80.6,3.0,0.0,1
1643300,19.0,74024.0,35.0,14804.8,0.0,87.0,73.0,8.0,30.0,17.4,0.0,14.6,3296.0,0.001175294499081379,2.7018264346698368e-05,0.00012158218956014265,0.04452609964335891,0.0009861666486544905,0.00040527396520047553,3896.0,0.42105263157894735,2.4857142857142858,1762.4761904761904,0
1643306,11.0,69216.0,23.0,11536.0,0.0,59.0,87.0,23.0,23.0,9.833333333333334,0.0,14.5,83.0,0.0008524040684234859,0.0001011326860841424,0.00028895053166897827,0.0011991447064262598,0.0012569348127600556,0.000332293111419325,6292.363636363636,2.090909090909091,2.5652173913043477,876.1518987341772,0
1643425,9.0,315187.0,37.0,78796.75,0.0,768.0,152.0,143.0,1.0,192.0,0.0,38.0,0.0,0.00243664871964897,9.200887092424497e-05,0.00042831715775079555,0.0,0.0004822533924305254,3.1727196870429303e-06,35020.77777777778,15.88888888888889,20.756756756756758,0.0,1
1643624,58.0,120482.0,50.0,15060.25,0.0,35.0,102.0,25.0,24.0,4.375,0.25,12.75,0.0,0.0002904998257001046,5.8099965140020916e-05,0.0002821998306801016,0.0,0.0008465994920403047,0.00019919988048007172,2077.2758620689656,0.43103448275862066,0.7,542.7117117117117,0
1643939,22.0,78170.0,50.0,9771.25,0.0,77.0,118.0,33.0,40.0,9.625,0.375,14.75,13118.0,0.000985032621210183,0.0004477421005500832,0.0001279263144428809,0.16781373928617116,0.0015095305104259947,0.0005117052577715236,3553.181818181818,1.5,1.54,7817.0,0
1644077,216.0,245160.0,50.0,24516.0,0.0,25.0,201.0,52.0,72.0,2.5,0.0,20.1,11015.0,0.0001019742209169522,3.671071953010279e-05,8.973731440691793e-05,0.044929841736009134,0.0008198727361722957,0.0002936857562408223,1135.0,0.24074074074074073,0.5,8453.793103448275,0
1644130,14.0,37062.0,50.0,12354.0,0.0,14.0,49.0,5.0,32.0,4.666666666666667,0.0,16.333333333333332,0.0,0.00037774539960066915,0.0,0.00029679995682909717,0.0,0.001322108898602342,0.0008634180562301009,2647.285714285714,0.35714285714285715,0.28,188.13197969543148,0
1644215,27.0,127740.0,30.0,15967.5,0.0,216.0,106.0,21.0,62.0,27.0,0.0,13.25,944.0,0.001690934711131987,7.828401440425866e-06,0.00016439643024894317,0.007390010959762016,0.0008298105526851417,0.00048536088930640364,4731.111111111111,0.7777777777777778,7.2,1216.5714285714287,0
1644276,14.0,31900.0,50.0,10633.333333333334,0.0,9.0,29.0,9.0,2.0,3.0,0.0,9.666666666666666,0.0,0.0002821316614420063,0.00018808777429467084,0.00015673981191222572,0.0,0.0009090909090909091,6.269592476489028e-05,2278.5714285714284,0.6428571428571429,0.18,2453.846153846154,0
1644522,9.0,323424.0,39.0,107808.0,0.0,58.0,231.0,196.0,2.0,19.333333333333332,0.0,77.0,0.0,0.0001793311566241219,7.729791233798358e-05,9.275749480558029e-05,0.0,0.0007142327100029683,6.183832987038686e-06,35936.0,21.77777777777778,1.4871794871794872,1463.4570135746606,1
